stations	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	0_21	0_22	0_23	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	5_0	5_1	5_2	5_3	5_4	5_5	5_6	5_7	5_8	5_9	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	6_0	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23
汐止區公所	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
百齡國小	0	0	3	12	0	0	0	0	0	2	46	24	21	12	110	69	27	0	0	0	0	0	0	0	0	0	0	9	9	7	20	0	8	80	65	12	0	33	50	6	2	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	36	57	32	8	34	87	19	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	81	60	8	2	42	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	34	21	12	34	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	33	17	16	114	69	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	38	35	0	12	75	48	8	0	0	0	0	0	0	0
老松國小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	14	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	41	0	0	0	0	0	0	0	0	0	0	2	7	3	0	0	0	0	0	15	0	28	28	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
考試院	0	8	0	0	0	0	0	0	0	0	0	0	27	66	39	7	18	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	11	66	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	16	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	3	10	3	0	0	0	0	0	0	0	0	18	0	0	5	9	0	0	0	0	0	0	0	0	0	46	29	17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	36	40	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	91	18	21	0	13	0	0	0	0	0
西園艋舺路口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	27	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	8	16	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吳興公車總站	0	8	0	0	0	0	0	0	18	47	87	75	63	32	163	49	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	162	44	43	55	20	30	0	0	0	0	10	0	5	16	0	0	0	0	0	0	24	0	0	11	82	19	3	44	103	41	0	15	54	0	0	0	0	0	0	0	0	0	0	9	0	0	0	61	31	37	60	80	64	81	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	213	132	55	66	76	85	8	0	0	0	0	0	3	0	0	0	0	0	0	6	9	0	0	24	37	77	50	60	93	37	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	37	109	18	31	174	161	101	54	0	0	1	10	0	0	0
辛亥新生路口	27	119	21	36	20	27	9	2	0	0	13	43	19	0	0	5	0	0	0	0	0	0	0	0	7	27	22	3	9	27	11	11	10	0	0	34	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	28	0	0	0	0	12	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	3	2	0	0	0	0	52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	59	26	1	0	32	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	9	26	30	96	9	39	15	22	12	0	3	3	0	0	0	0	0	0	0	0	0	23	24	50	92	89	41	29	7	2	25	0	0	17	0	0	0	19	4	0	0	0	0	0	0	0	3
和平重慶路口	0	0	0	0	0	0	0	0	0	0	0	0	0	50	76	8	0	0	0	15	41	0	0	0	4	0	0	0	0	0	0	0	0	0	58	48	58	65	90	14	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	7	83	54	54	90	46	27	0	16	13	0	12	0	0	0	2	0	0	0	0	0	0	0	1	10	36	118	32	132	38	30	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	43	138	83	174	52	38	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	20	38	63	49	28	136	154	117	22	0	35	49	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	10	34	3	21	3	17	29	28	0	0	0
東湖國小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	92	62	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	122	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	91	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	31	14	0	0	84	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	0	12	0	21	0	0	0	0	0	0	0	0	0	2	3	0	0	34	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0
東湖國中	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	31	131	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	44	18	133	4	22	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	86	25	0	0	0	0	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	44	85	21	20	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	75	51	0	13	54	0	0	0	0
東園國小	0	6	0	0	0	0	0	0	0	0	0	0	1	55	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	96	148	19	81	253	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	156	87	36	69	17	0	0	9	4	0	0	0	0	16	0	0	0	0	0	0	0	0	0	174	51	61	3	75	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	295	252	105	90	131	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	77	110	63	82	230	58	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	63	27	38	0	0	0	0	0	0	0
東新國小	0	2	7	1	0	0	0	0	0	0	0	0	0	64	123	6	15	0	0	0	50	2	0	0	0	0	0	0	9	0	0	0	0	0	15	0	0	73	112	2	7	0	0	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	39	33	0	77	6	0	2	60	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	41	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	23	10	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	2	47	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	34	4	0	19	85	94	0	0	0	0	0	0	0	0
松山車站	8	10	23	74	44	6	0	0	0	32	131	77	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	12	199	90	7	19	18	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	268	88	17	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	83	7	5	0	0	0	0	0	0	0	8	15	0	0	0	5	14	38	15	0	20	0	38	153	36	64	38	23	35	0	0	0	0	0	0	0	0	8	11	18	0	5	0	0	0	0	18	90	29	15	0	10	26	5	0	0	0	0	0	0	1	108	72	26	48	45	38	14	0	0	11	18	124	57	22	1	0	0	0	0	0	0	0	0	0	17
松山家商	0	0	0	7	0	0	0	0	0	22	28	0	3	89	73	34	6	18	0	0	0	0	0	59	0	0	0	0	0	0	2	12	8	8	13	15	22	0	22	0	19	11	0	42	9	0	0	28	3	0	0	0	0	0	0	0	0	0	31	33	0	0	0	0	0	0	0	0	0	0	0	35	9	0	0	0	0	0	0	0	21	12	56	36	5	43	57	0	0	0	0	0	0	0	0	30	3	0	0	0	0	0	0	0	12	5	0	0	0	12	18	2	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	4	36	2	0	0	0	0	0	0	0	0	0	3	13	0	0	23	0	0	0	0	0	0	6	7	2	76	117	53	20	0	0	0	0	0	0	0
松德公園	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
松德站	0	0	0	0	0	7	0	15	0	0	9	0	0	46	16	44	0	0	0	0	0	0	0	0	34	9	0	0	0	0	0	3	0	0	0	0	25	54	64	25	0	0	0	0	0	0	0	0	47	28	0	0	0	9	0	0	0	15	20	0	0	0	11	0	0	0	0	0	0	0	0	9	45	21	0	0	0	0	9	25	5	0	0	0	0	12	36	0	0	0	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	25	40	8	0	0	0	0	0	0	0	11	59	27	0	0	0	0	0	0	0	0	0	0	0	24	17	12	0	0	0	0	0	32	0	0	0	0	3	2	42	0	0	0	0	20	29	7	12	2	0	15	0	0	0	0	0	0	0	0
林安泰古厝	24	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	17	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	2	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	14	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
林森公園	0	4	13	25	38	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	65	32	39	45	39	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	40	58	89	40	0	6	18	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	40	67	49	18	40	37	0	20	0	0	14	28	0	0	0	0	0	0	0	0	0	0	0	30	24	52	48	24	14	0	16	49	34	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16	39	56	70	4	28	8	0	0	49	55	24	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
社教館	3	0	0	0	0	0	0	0	0	0	18	0	18	56	5	15	0	0	0	0	0	0	0	0	3	38	0	25	5	0	1	20	3	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	18	18	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
金山市民路口	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	1	10	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金山愛國路口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
青年公園3號出口	8	0	0	0	0	0	0	0	0	0	0	0	0	0	68	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	207	17	3	20	179	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	172	106	1	17	167	13	0	0	0	5	0	0	0	0	0	0	0	0	0	3	5	0	0	25	279	62	0	6	105	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	31	263	112	27	152	76	8	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	6	88	215	75	32	40	96	33	4	21	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	49	27	13	0	14	2	0	0	0	0	0	7	38	6
信義建國路口	3	0	9	19	12	5	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信義連雲街口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	63	0	3	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	48	34	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	1	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0	0	0	0	0
信義敦化路口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	9	0	0	0	0	0	35	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
信義廣場(台北101)	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	5	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南昌公園	0	0	0	2	0	7	0	0	0	0	9	38	14	25	0	14	3	0	0	0	0	0	22	76	29	6	0	0	0	18	0	0	0	0	65	27	7	31	31	2	0	0	0	0	0	0	4	35	3	5	0	13	12	6	0	0	4	7	30	29	27	3	0	0	0	0	5	0	0	0	15	27	16	3	2	0	11	7	0	0	0	6	19	59	51	15	0	9	0	0	0	0	0	0	26	79	4	8	0	0	0	0	0	0	0	0	8	62	42	23	35	0	0	0	0	0	0	13	30	36	7	32	4	0	0	33	10	0	8	0	43	36	80	12	27	0	0	0	0	0	27	0	21	47	0	4	2	3	15	0	23	0	3	25	12	30	21	7	0	0	0	0	16	9	0	0	0	32
南港世貿公園	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	50	52	0	0	0	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	51	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	30	17	56	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45	29	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南港車站	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	32	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南港國小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30	29	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
建國長春路口	0	0	0	0	0	0	0	0	0	0	10	14	0	0	30	50	19	2	0	0	0	0	0	35	44	10	0	11	0	3	2	18	80	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	5	0	9	6	0	0	0	0	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	38	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	3	9	0	0	12	0	0	0	0	0	0	0	0	0	0	14	122	10	0	1	42	20	1	19	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	42	0	0	0	0	0	0	0	0	0	0
建國農安街口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	23	0	13	96	33	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	37	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	55	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
洲子二號公園	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	90	113	68	0	28	11	36	3	0	0	0	0	0	17	21	0	0	0	0	0	0	0	0	9	62	48	66	0	0	6	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	59	33	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	70	56	16	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2	0	0	0	32	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凌雲市場	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42	0	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0
峨嵋停車場	0	0	0	0	0	24	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
師範大學公館校區	6	4	0	0	0	0	0	0	0	0	0	0	11	75	37	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	70	34	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	26	0	0	0	0	0	36	28	15	0	0	0	39	30	8	13	11	1	0	0	0	0	0	0	14	3	44	2	45	5	28	39	25	5	0	8	44	0	0	0	6	0	0	0	0	0	12	0	0	0	0	6	0	1	52	138	0	0	0	0	0	0	0	0	3	6	0	3	0	0	0	0	0	0	0	0	1	51	5	25	66	0	0	27	47	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	13	6	33	32	0	0	33	21	9	8	0	0
振華公園	0	0	0	0	0	0	0	0	0	0	0	0	41	49	59	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	84	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
酒泉延平路口	0	0	0	0	0	0	0	0	0	0	24	64	41	70	140	162	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	39	35	117	11	0	0	0	0	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	16	0	27	70	16	0	0	0	0	0	0	0	0	53	5	0	0	0	0	0	0	0	0	6	25	11	2	32	8	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	37	31	6	15	54	61	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	82	21	0	8	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	11	16	0	0	70	92	65	41	8	0	0	0	5	58	18
